"H_TT1"	"H_TT2"	"H_TT3"	"H_TT5"	"H_TT7"	"H_TT11"	"H_TT12"	"H_TT16"	"H_TT20"	"H_TT21"	"H_TT23"	"H_TT24"	"H_TT28"	"H_TT41"	"H_TT51"	"H_TT52"	"H_TT54"	"H_TT55"	"H_TT56"	"H_TT60"	"H_TT62"	"H_TT65"	"H_TT69"	"H_TT71"	"H_TT74"	"H_TT81"	"H_BP1"	"H_BP4"	"H_BP5"	"H_BP7"
"Schleiferilactobacillus harbinensis"	1.42230515841635e-05	1.24594409257173e-05	1.06055637345539e-05	1.96878677075824e-05	2.29393210843241e-05	1.53145219954822e-05	3.79217259101922e-05	1.08588365618943e-05	1.26688807043898e-05	4.60419783133074e-06	4.55166135639508e-06	2.04464616820941e-05	0	8.37439323714455e-06	1.06380856764825e-05	5.83005023348717e-05	1.64851904561181e-05	2.47168990606605e-05	1.30242873721294e-05	8.62992963155378e-06	1.3975670161561e-05	1.28216946610684e-05	2.79016872823789e-05	1.82511111416856e-05	4.35786094513288e-06	2.49965345713435e-05	8.71228548417074e-06	0	2.08045344638671e-05	1.98054739059247e-05
"Furfurilactobacillus rossiae"	0	0	1.81410958617369e-06	0	0	7.01915591459602e-06	1.44014514650647e-05	5.5891070539162e-06	0	6.44587696386303e-06	0	1.15423574011822e-06	0	0	0.000182177217209763	4.11905723018116e-06	3.75611934443197e-06	6.32519070449974e-05	1.86061248173277e-06	0.000139804860031171	3.65170736479497e-05	0	0	0	7.57325564248768e-05	4.77206569089285e-05	0	0.000143232420506007	5.31671436298827e-05	0.000677020144710785
"Weissella jogaejeotgali"	0	0	2.51184404239435e-06	0	0	0	0	8.14412742142075e-06	0	1.79563715421899e-05	0	7.09030526072619e-06	0	1.14196271415607e-05	0	0	6.88621879812528e-06	0	0	0	0	0	0	4.77336752936393e-06	1.06002022989719e-06	0	0	0	0	0
"Lapidilactobacillus dextrinicus"	0	0	1.52106111456102e-05	0	4.41140790083155e-06	5.10484066516074e-06	1.05652569700038e-05	1.4052612021275e-05	0	8.7479758795284e-06	0	1.05530124810808e-05	0	1.37035525698729e-05	0	7.60441334802675e-06	1.06423381425572e-05	2.72469753424604e-06	0	0	3.15579648809442e-06	5.52659252632261e-06	3.5277995414502e-06	3.65022222833712e-06	8.36238181363337e-06	0	4.84015860231708e-06	0	0	4.36083829121278e-06
"Periweissella cryptocerci"	3.2713018643576e-05	1.4855487257586e-05	1.13032981907746e-05	2.51334481373392e-06	1.05873789619957e-05	1.02096813303215e-05	1.91180840409592e-05	1.14975916537705e-05	0	4.14377804819766e-06	0	8.73921346089507e-06	5.23932585594212e-06	9.1357017132486e-06	1.32976070956031e-05	8.55496501653009e-06	8.76427847034126e-06	1.61535639530301e-05	5.31603566209364e-06	2.84787677841275e-05	2.52463719047554e-05	1.74640323831794e-05	8.01772623056864e-06	1.3196957287065e-05	1.40158230397517e-05	0	2.80729198934391e-05	0	0	1.41727244464415e-05
"Apilactobacillus apisilvae"	0	0	0	0	0	0	5.09396318196611e-06	1.59688772969034e-06	0	0	0	0	0	0	0	4.43590778634894e-06	0	0	2.12641426483745e-06	0	0	0	0	0	0	0	0	0	0	0
"Streptococcus pantholopis"	0	0	0	0	0	0	2.01242989904834e-06	1.43719895672131e-06	0	5.06461761446381e-06	0	8.24454100084441e-07	0	0	0	0	3.13009945369331e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptococcus mitis"	0.000292994862633768	3.59406949780306e-05	7.11689145345065e-06	8.62915052715313e-05	3.61735447868187e-05	2.55242033258037e-05	4.89272019206128e-05	9.88473504678322e-05	0.000314912177509117	0.000156082306482112	0.000103170990744955	6.15042758662993e-05	0.000165038764462177	1.5987477998185e-05	6.78177961875761e-05	4.43590778634894e-05	6.94882078719915e-05	1.77105339725993e-05	0.000136622116515806	0.000109600106320733	0.00039898284170908	0.000538290112063822	5.35584112201985e-05	2.30244786710496e-05	1.03646422478836e-05	0.000497658279193112	4.98536336038659e-05	0.000524169709085811	0.000594085039690429	8.14023147693053e-05
"Streptococcus pyogenes"	0.00675310489216082	0.000540548052469581	7.96812749003984e-05	0.000216985435585695	6.17597106116417e-05	0.000708296642291052	0.000410913030011933	0.000548051868829726	9.77313654338639e-05	0.0010677134770856	8.19299044151115e-05	0.000316095701972375	0.000914917277593892	5.10076678989713e-05	5.18606676728523e-05	0.000249044537147876	0.000727435113038325	0.000293099606183896	0.000551007096376005	0.00110980895061782	0.00031603047687917	0.000261739422046639	0.000246945967901514	0.000285840479111322	0.000162065315148726	0.000143161970726786	0.000120519949197695	0	0.00209432313602929	0.000221130841683582
"Streptococcus oralis"	0.000199122722178289	3.35446486461619e-05	6.69825077971825e-06	6.70225283662379e-05	0	3.12671490741095e-05	3.27648742938808e-05	4.37547237935154e-05	0.000383686101332947	9.30047961928809e-05	5.76543771810044e-05	6.44723106266033e-05	0.000312394804160549	9.1357017132486e-06	5.45201890919729e-05	2.21795389317447e-06	2.31627359573305e-05	0	0.000155759844899344	0.000101833169652335	0.00054392406612656	0.000225706038775015	5.25962840725303e-05	1.09506666850114e-05	8.95128194135403e-06	0.000418123851011564	0	0.000505884719233981	0.00140777349872168	6.61393807500605e-05
