"H_TT1"	"H_TT2"	"H_TT3"	"H_TT5"	"H_TT7"	"H_TT11"	"H_TT12"	"H_TT16"	"H_TT20"	"H_TT21"	"H_TT23"	"H_TT24"	"H_TT28"	"H_TT41"	"H_TT51"	"H_TT52"	"H_TT54"	"H_TT55"	"H_TT56"	"H_TT60"	"H_TT62"	"H_TT65"	"H_TT69"	"H_TT71"	"H_TT74"	"H_TT81"	"H_BP1"	"H_BP4"	"H_BP5"	"H_BP7"
"Aeromicrobium choanae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67487078274014e-05	0	0	0	0	0	0	0	0
"Aeromicrobium sp. A1-2"	0	0	0	0	0	0	0	2.71470914047358e-06	6.87739238238302e-05	0	0	8.40943182086129e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aeromicrobium sp. HA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46742241064452e-05	0
"Aeromicrobium sp. Leaf245"	0	0	0	3.3511264183119e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.02335935916286e-05	0	0	1.17780025544132e-06	0	0	0	0	0
"Aeromicrobium sp. zg.Y1379"	7.11152579208174e-05	2.68357189169296e-05	0	0	0	0	1.81747575257803e-05	0	0	0	0	0	0	0	0	0	0	0	1.8340323034223e-05	0	0	5.0844651242168e-06	0	2.52707692731032e-06	0	0	0	0	0	0
"Aeromicrobium chenweiae"	0	0	0	0	0	0	0	6.86661723766847e-06	5.61050431194404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aeromicrobium erythreum"	0	0	0	0	2.91152921454882e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2593151563898e-05	0	0	0	0	0	0	0	0	0	0	0
"Marmoricola scoriae"	0	8.62576679472736e-06	0	0	0	0	0	3.36943310964662e-05	6.87739238238302e-05	4.14377804819766e-06	0	7.91475936081063e-06	6.41817417352909e-05	0	0	0	0	0	2.02009355159558e-05	0	0	1.37059494652801e-05	1.79597067564738e-05	1.23545983112949e-05	0	0	0	0.000143232420506007	0	1.05386925370976e-05
"Marmoricola solisilvae"	1.70676619009962e-05	0	0	6.70225283662379e-06	0	0	6.91772777797867e-07	4.79066318907103e-06	3.43869619119151e-05	0	9.86193293885602e-06	0	0	0	0	0	0	0	1.99351337328511e-05	0	0	0	9.62127147668237e-06	0	0	0	5.17896970447928e-05	0	0	5.08764467308158e-06
"Friedmanniella luteola"	1.28007464257471e-05	5.7505111964849e-06	0	0	0	4.21149354875761e-05	6.91772777797867e-07	8.62319374032785e-06	3.07672817106609e-05	3.22293848193152e-05	0	2.47336230025332e-06	2.81613764756889e-05	2.89297220919539e-05	0	2.53480444934225e-06	1.46071307839021e-06	3.30856129158448e-06	2.44537640456307e-05	1.03559155578645e-05	1.8033122789111e-06	3.24963640547769e-05	2.18082153471467e-05	1.34777436123217e-05	2.12004045979437e-06	1.8179297870068e-05	0	0	0	1.21740068963024e-05
"Pimelobacter simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33494017987734e-06	3.88674084295635e-06	0	0	0	0	0
"Solicola gregarius"	0	0	9.76828238708912e-07	0	0	0	0	0	0	4.14377804819766e-06	0	0	0	0	0	0	0	0	3.45542318036086e-06	0	2.02872631377498e-06	1.54744590737033e-06	2.88638144300471e-06	3.36943590308042e-06	0	0	0	0	0	0
"Micropruina glycogenica"	0	1.19802316593436e-05	9.76828238708912e-07	0	0	0	1.24519100003616e-05	1.03797702429872e-05	0	1.01292352289276e-05	0	2.57229679226345e-05	0	0	0	0	9.39029836107993e-06	0	1.99351337328511e-05	6.12725003840319e-05	0	2.05589241979201e-05	2.1487506297924e-05	0	0	0	0	0	2.54277643447265e-05	0
"Kribbella flavida"	0	0	0	0	0	0	0	0	0	0	0	0	1.57179775678263e-05	2.36005627592255e-05	0	0	0	0	0	0	0	4.42127402105809e-06	0	0	0	0	0	0	0	0
"Kribbella qitaiheensis"	0	0	0	4.60779882517886e-06	0	0	0	0	0	0	0	0	0	4.03493492335146e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31161494042968e-05	0
"Actinopolymorpha singaporensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18962139725618e-06	0	0	0	1.92425429533647e-06	0	0	0	0	0	0	0
"Micrococcus sp. KBS0714"	0	0	0	0	5.55837395504775e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20322832213688e-05	0	0.000130740140221055	0	0	0	1.94337042147818e-05	0.000322682537193707	0	0	0.000337495781302734	0
"Kocuria rosea"	3.2713018643576e-05	9.1049760611011e-06	1.95365647741782e-06	3.3511264183119e-06	3.17621368859872e-05	1.78669423280626e-05	1.06910338386943e-05	2.37936271723861e-05	2.89574416100338e-05	6.90629674699611e-06	8.34471248672432e-06	0	0.000106096348582828	0	0.000267281902621623	4.08737217456438e-05	3.13009945369331e-05	2.5300762817999e-06	8.21327509793467e-05	3.96976763051474e-05	5.04927438095107e-05	3.82440202821524e-05	1.95632520025875e-05	0	1.11891024266925e-05	2.2724122337585e-05	5.8081903227805e-06	0.000143232420506007	0	3.85207382390463e-05
"Rothia amarae"	0	4.79209266373742e-06	0	0	0	0	6.66617404059763e-06	9.58132637814206e-07	1.99082411068982e-05	0	0	2.63825312027021e-06	0	0	0	2.53480444934225e-06	0	0	3.72122496346555e-06	0	0	0	3.84850859067295e-06	1.96550427679691e-06	2.5911605619709e-06	0	0	0	0	0
"Rothia nasimurium"	0	0	0	0	0	0	2.32687207077464e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. D5-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. YN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. PGP41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97405349314045e-06	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. CJ23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1946943847786e-05	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. FW306-2-2C-D06B"	0	0	0	0	0	0	0	0	0	0	9.10332271279017e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. DNA4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sp. zg-Y919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter crystallopoietes"	0	3.35446486461619e-06	0	0	0	0	5.28262848500189e-06	2.23564282156648e-06	0	4.14377804819766e-06	8.34471248672432e-06	0	0	0	0	0	1.46071307839021e-06	0	0	0	0	0	0	2.24629060205362e-06	0	0	0	0	0	0
"Arthrobacter zhangbolii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.87181557269787e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arthrobacter sulfonylureivorans"	0	0	0	0	0	0	0	0	0	0	0	3.62759804037154e-06	0	0	0	0	0	0	0	0	0	1.6137650176862e-05	0	0	0	0	0	0	0	0
"Pseudarthrobacter equi"	0	0	0	0	0	0	0	4.31159687016393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudarthrobacter chlorophenolicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pseudarthrobacter sp. BIM B-2242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zhihengliuella sp. ISTPL4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citricoccus sp. SGAir0253"	0	0	0	0	0	0	0	6.86661723766847e-06	0	0	0	0	4.91186798994573e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.49965345713435e-05	0	0	3.00509942255859e-05	0
"Paeniglutamicibacter sp. ZC-3"	0	0	0	0	0	0	2.13820676773886e-06	3.83253055125682e-06	0	0	0	2.8031439402871e-06	0	0	0	0	0	0	6.91084636072173e-06	0	0	6.85297473264003e-06	0	0	0	0	0	0	0	0
"Microbacterium sp. Y-01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44244992693109e-06	0	3.29104490901275e-05	0	0	0	0	0	0	0	2.08045344638671e-05	0
"Microbacterium sp. zg-B185"	0	0	0	0	0	0	0	0	0	1.79563715421899e-05	0	0	0	0	0	0	0	0	0	0	0	5.0844651242168e-06	7.69701718134589e-06	0	0	0	0	0	0	7.26806381868797e-06
"Microbacterium sp. KACC 23027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95910876700552e-06	0	0	0	0	0	0	0	0	0
"Microbacterium sp. SSW1-51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70496841836665e-06	0	0	0	0	0	0	0	0	0
"Microbacterium sp. JZ31"	0	5.27130193011116e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9878350807805e-06	9.57205825559076e-05	0	0	0	0	0	0	0	0
"Microbacterium sp. Nx66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39974644814072e-05	0	0
"Microbacterium sp. SL75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18074712468535e-05	0	0
"Microbacterium sp. No. 7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81573350481119e-06
"Microbacterium sp. zg-Y625"	0	0	0	0	0	0	0	0	0	0	0	0	2.75064607436961e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium sp. 10M-3C3"	0	0	0	0	0	0	0	9.74101515111109e-06	0	0	0	5.27650624054042e-06	0	0	0	0	0	0	2.15299444314792e-05	0	2.9980066636897e-05	8.17935693895746e-06	0	0	0	0	0	6.39974644814072e-05	2.77393792851562e-05	3.45233031387679e-06
"Microbacterium sp. SGAir0570"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium sp. PAMC22086"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68655046232157e-05	0	0	0	0	6.34060776903538e-05	0	0	0
"Microbacterium sp. SSW1-36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0903420207653e-05	0	0	0	0
"Microbacterium sp. Clip185"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium sp. H1-D42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51616583579875e-06	0	0	0	0	0	0	3.46742241064452e-05	0
"Microbacterium elymi"	0	0	0	0	0	0	2.76709111119147e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52659252632261e-06	0	3.93100855359383e-06	0	0	2.03286661297317e-05	0	1.38696896425781e-05	0
"Microbacterium protaetiae"	0	0	0	0	0	0	0	2.07595404859745e-06	0	0	0	0	7.85898878391317e-06	0	0	0	0	0	4.51863031277959e-06	0	7.21324911564439e-06	5.43816704590145e-05	0	0	0	0	0	0	2.31161494042968e-05	0
"Microbacterium hominis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium azadirachtae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium caowuchunii"	0	0	0	0	0	0	0	2.07595404859745e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90722552747519e-06
"Microbacterium proteolyticum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172055715599515	0.000106380856764825	0	0	0	3.24278175387712e-05	0	0	0	0	0	8.24460178808924e-07	0	0	0	0	7.26806381868797e-06
"Microbacterium cremeum"	0	4.31288339736368e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61813045830078e-05	0
"Microbacterium oleivorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microbacterium pygmaeum"	1.28007464257471e-05	0	0	0	0	0	0	0	0	0	1.28963738431194e-05	0	3.3400702331631e-05	0	0	0	0	0	0	0	9.91821753401103e-06	0	1.95632520025875e-05	0	0	0	0	0	0	0
"Microbacterium aurum"	1.70676619009962e-05	0	1.81410958617369e-06	0	0	0	0	3.19377545938069e-06	0	0	2.12410863298437e-05	0	2.2267134887754e-05	0	0	0	0	0	8.39933634610794e-05	0	0	6.25610273979719e-05	6.09347193523217e-06	1.65663931901454e-05	0	0	0	0	4.3920683868164e-05	0
"Curtobacterium sp. MCLR17_036"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03662695410826e-05	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. 458"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. BH-2-1-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. MCSS17_007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. MCJR17_043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. L6-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. YC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54885075274147e-05	0	0	0
"Curtobacterium sp. TC1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Curtobacterium sp. MCPF17_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Agromyces protaetiae"	1.84899670594125e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Agromyces sp. H17E-10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Agromyces aureus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Agromyces mangrovi"	2.13345773762452e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78443209588427e-06	0	0	0	0	8.42358975770106e-06	0	0	0	0	0	0
"Leifsonia shinshuensis"	0	0	0	0	0	0	0	0	0	1.10500747951938e-05	0	0	0	0	0	1.58425278083891e-06	0	0	0	0	0	0	1.34697800673553e-05	5.89651283039074e-06	0	0	0	9.751994587643e-05	0	0
"Leifsonia sp. 21MFCrub1.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.95829323790456e-06	0	0	0	3.6358595740136e-05	0	0	0	0
"Agrococcus jejuensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77856483341891e-05	0	0	0	0	0	0	0
"Agrococcus sp. SCSIO52902"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29448944473307e-05	0	0	0	7.01965813141755e-06	0	0	0	0.000121899932345538	0	0
"Agrococcus sp. REN33"	0	0	0	0	0	0	0	1.11782141078324e-05	0	1.15104945783268e-05	0	0	0	0	0	0	0	0	0	0	0	5.28342245516441e-05	2.46945967901514e-05	0	0	0	0	0	0	0
"Agrococcus sp. Marseille-Q4369"	0	0	0	0	0	0	0	5.74879582688523e-06	0	0	0	0	0	1.67487864742891e-05	0	0	0	0	0	0	0	5.39395430569087e-05	0	0	0	0	0	0	0	4.17913669574558e-06
"Agrococcus carbonis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78018928800466e-05	2.0204670101033e-05	0	0	0	0	0	2.31161494042968e-05	0
"Frigoribacterium sp. SL97"	0	0	0	0	0	0	2.45264893946517e-06	0	0	0	0	0	6.54915731992765e-05	0	0	0	0	0	7.70825171003577e-06	0	0	1.23795672589626e-05	0	0	0	0	0	0	0	3.63403190934399e-06
"Frigoribacterium sp. NBH87"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10531850526452e-05	4.00886311528432e-05	0	0	0	0	0	0	0
"Leucobacter muris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leucobacter triazinivorans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8179297870068e-05	0	0	0	0
"Rathayibacter tanaceti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rathayibacter festucae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cryobacterium sp. SO2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plantibacter sp. M259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02872631377498e-05	1.70219049810736e-05	0	0	0	0	0	0	0	0
"Marisediminicola antarctica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gulosibacter molinativorax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gulosibacter sediminis"	0	0	0	0	0	4.46673558201565e-06	0	0	0	0	0	0	0	0	0	0	0	0	8.7714588424545e-06	0	0	0	0	3.36943590308042e-06	0	0	0	0	0	5.08764467308158e-06
"Glaciibacter superstes"	0	0	0	0	0	0	0	2.07595404859745e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45204758069512e-05	0	0	0
"Frondihabitans sp. 762G35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78077087542471e-05	0	0	0	0	0	0	0	0	0
"Mycetocola zhujimingii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Subtercola endophyticus"	6.25814269703193e-05	0	0	0	0	0	1.19488025255995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Homoserinibacter sp. YIM 151385"	0	0	0	0	0	0	0	0	0	0	0	0	4.25695225795297e-05	0	0	0	0	0	8.23985527624513e-06	0	0	2.10010516000259e-05	0	0	0	0	0	0	0	0
"Brevibacterium sp. SMBL_HHYL_HB1"	0	2.87525559824245e-06	0	0	0	0	2.41491587885801e-05	3.35346423234972e-06	0	8.28755609639533e-06	0	2.63825312027021e-06	0	0	0	1.23571716905435e-05	2.50407956295465e-05	0	3.80096549839695e-05	0	5.00419157397829e-05	0	1.60354524611373e-05	0	0	0	4.35614274208537e-06	0	0	0
"Brevibacterium atlanticum"	0	0	0	0	0	0	0	3.67284177828779e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Janibacter sp. DB-40"	0.000108095192039642	1.05426038602223e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63403190934399e-06
"Janibacter cremeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08864957782372e-06	0	0	0	0	0	0
"Janibacter melonis"	7.53821733960665e-05	4.79209266373742e-06	0	0	0	9.57157624717639e-06	0	0	0.00013754784764766	0	2.57927476862388e-05	0	5.63227529513777e-05	0	2.5265453481646e-05	0	0	0	5.31603566209364e-06	0	0	0	3.62401225621703e-05	0	0	0	1.25844123660244e-05	0	0	4.36083829121278e-06
"Arsenicicoccus sp. oral taxon 190"	0	0	0	0	0	0	0	1.91626527562841e-06	0	0	0	0	0	0	0	0	0	0	5.58183744519832e-06	0	0	1.52533953726504e-05	0	0	0	0	0	0	0	0
"Pedococcus dokdonensis"	0	0	0	0	0	0	0	4.15190809719489e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43170071158195e-06	0	0	0	0	9.68031720463416e-06	0	0	0
"Tetrasphaera sp. HKS02"	7.25375630792338e-05	0	0	0	0	0	0	4.31159687016393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31161494042968e-05	0
"Brachybacterium saurashtrense"	0	0	0	0	0	0	0	2.87439791344262e-06	0	0	0	0	0	0	0	0	0	0	4.78443209588427e-06	0	0	0	0	0	0	0	9.68031720463416e-06	0	0	2.72552393200799e-06
"Dermabacter vaginalis"	0	0	0	1.92689769052934e-05	0	0	0	4.34353462475773e-05	0	0	0	0	0	0	0	5.70331001102006e-06	0	0	0	0	0	1.94536056926556e-05	0	1.74087521659155e-05	1.17780025544132e-06	0	0	0	0	5.26934626854878e-06
"Cellulomonas sp. NS3"	0	0	0	0	0	0	0	1.10185253348634e-05	1.99082411068982e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99871755013919e-06
"Cellulomonas sp. ES6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156796444129337	0	0	0	0
"Cellulomonas sp. H30R-01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas sp. PSBB021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78087194680137e-05	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas sp. S1-8"	0	5.7505111964849e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0902095728032e-06
"Cellulomonas sp. JZ18"	0	0	0	0	0	0	0	0	2.17180812075253e-05	0	0	2.47336230025332e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas chengniuliangii"	0	0	0	0	0	0	0	0	0	0	0	0	3.86400281875731e-05	0	0	3.48535611784559e-06	0	0	0	0	0	5.32763519537499e-05	0	0	0	0	0	0	0	1.45361276373759e-06
"Cellulomonas gilvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas wangsupingiae"	0	0	0	0	0	0	0	3.35346423234972e-06	0	0	0	0	0	0	0	0	0	0	5.31603566209364e-06	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas shaoxiangyii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cellulomonas flavigena"	0	0	0	0	0	0	2.89286797988199e-06	2.07595404859745e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Actinotalea sp. JY-7876"	1.13784412673308e-05	0	0	0	0	0	0	4.31159687016393e-06	0	0	0	4.1222705004222e-06	0	0	0	0	1.6693863753031e-06	0	2.4187962262526e-05	0	0	0	0	0	0	0	0	0	1.61813045830078e-05	0
"Paraoerskovia sediminicola"	0	0	0	0	0	0	0	0	0	0	0	7.09030526072619e-06	0	0	0	0	0	0	2.9238196141515e-06	0	0	0	0	0	0	0	0	0	0	0
"Ornithinimicrobium pratense"	0	4.79209266373742e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01004677579779e-05	0	0	7.07403843369294e-06	0	0	0	0	0	0	0	0
"Ornithinimicrobium cryptoxanthini"	1.84899670594125e-05	0	0	0	0	0	0	2.87439791344262e-06	0	0	0	0	0	0	0	0	0	0	8.50565705934982e-06	0	0	0	0	3.93100855359383e-06	0	0	0	0	0	0
"Ornithinimicrobium sp. HY1793"	0	0	0	0	0	0	0	0	0	0	0	0	1.96474719597829e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Serinicoccus hydrothermalis"	0	0	0	0	0	0	0	0	3.80066421131693e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Serinicoccus chungangensis"	0	0	0	0	0	0	0.000111752747831528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Isoptericola variabilis"	0	0	0	0	0	0	0	1.75657650265938e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylanimonas allomyrinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylanimonas cellulosilytica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cellulosimicrobium cellulans"	0	0	0	0	0	0	0	0	4.16263223144235e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.73887180616085e-06	0	0	0	0	0	0
"Sanguibacter keddieii"	2.98684083267433e-05	0	0	0	0	1.53145219954822e-05	2.26398363642938e-06	2.39533159453551e-06	0	1.28917539277261e-05	0	4.94672460050664e-06	0	0	0	2.21795389317447e-06	0	0	0.000165062907308007	0	1.14961157780582e-05	7.73722953685165e-06	0	0	0	0	0	4.57124746295766e-05	0	0
"Demequina sediminis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17664814382641e-06	0	0	0	0	0	0	0	0	0	0	0
"Georgenia wutianyii"	0	0	0	0	0	0	0	1.27751018375227e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.4037519264447e-05	0	0	0	1.41336030652958e-06	0	0	0	0	0
"Beutenbergia cavernae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52463719047554e-05	0	0	0	0	0	0	5.18074712468535e-05	0	0
"Corynebacterium sp. SCR221107"	0	0	0	2.09445401144493e-06	0	0	0	1.11782141078324e-06	0	7.36671653012918e-06	0	0	0	1.5226169522081e-05	0	5.29140428800195e-05	6.88621879812528e-06	0	0	0	1.98364350680221e-05	2.65276441263485e-05	2.88638144300471e-05	7.01965813141755e-06	1.06002022989719e-05	3.1813771272619e-05	0	0	0	8.72167658242557e-06
