name	taxonomy_id	taxonomy_lvl	ERR12026990	ERR12026990	ERR12026997	ERR12027002	ERR12027006	ERR12027014	ERR12027016	ERR12027023	ERR12027028	ERR12027036	ERR12027040	ERR12027049	ERR12027058	ERR12027060	ERR12027062	ERR12027070	ERR12027080	ERR12027086	ERR12027089	ERR12027103	ERR12027112	ERR12027117	ERR12027120	ERR12027128	ERR12027134	ERR12027141	ERR12027142	ERR12027144	ERR12027147	ERR12027154	ERR12027158	ERR12027168	ERR12027172	ERR12027184	ERR12027193	ERR12027195	ERR12027201	ERR12027206	ERR12027212	ERR12027221	ERR12027225	ERR12027235	ERR12027243	ERR12027269	ERR12027274	ERR12027284	ERR12027286	ERR12027307	ERR12027314	ERR12027322	ERR12027324	ERR12027327	ERR12027340	ERR12027342	ERR12027347	ERR12027349	ERR12027353	ERR12027357	ERR12027359	ERR12027372	ERR12027380	ERR12027399	ERR12027404	ERR12027407	ERR12027412	ERR12027417	ERR12027421	ERR12027425	ERR12027433	ERR12027437	ERR12027442	ERR12027446	ERR12027451	ERR12027458	ERR12027461	ERR12027470	ERR12027472	ERR12027475	ERR12027483	ERR12027491	ERR12027497	ERR12027502	ERR12027516	ERR12027521	ERR12027532	ERR12027538	ERR12027544	ERR12027552	ERR12027555	ERR12027559	ERR12027562	ERR12027568	ERR12027572	ERR12027580	ERR12027594	ERR12027606	ERR12027606
Corynebacterium jeikeium	38289	S	5	5	21	0	428	23284	0	0	0	212	16	30	0	1798	0	60571	43	22	0	36	156	0	0	25	0	0	0	0	12	0	9	5681	54	28977	44	0	24	0	0	30	118	37	0	1276	635	0	0	1170	23	78	0	0	29	0	12	0	35	19	0	210	0	56	0	0	40	0	5	28	0	0	86	48	0	0	9	10	0	0	312	15	0	10	144	27	0	37	0	0	0	0	0	6	0	0	0	0	0
Cutibacterium acnes	1747	S	3189	3189	648	9	2146	884	8	140255	54	8672	187	320	0	851	28	991	59	596	0	93	371	67	23	274	9	9	6	6	521	0	506	1669	29	544	45	6	716	16	0	318	2437	835	0	60972	4500	13	0	7563	777	28	19	3073	1706	17	24554	14	742	272	0	734	13	1561	309	1953	135	61	7	978	0	0	20357	1565	38	7763	2840	2498	0	21419	19326	29259	105	209	905	741	68	1205	197	6	7238	8550	3577	5876	0	8	30	0	0
Cutibacterium granulosum	33011	S	37	37	2220	0	90	123	0	17232	8	5229	238	148	0	411	0	55	57	32	0	20	140	10	0	152	0	0	0	0	71	0	49	698	0	694	6	0	18	0	0	22	4306	135	0	30818	14945	18	0	4752	16	0	0	22	603	0	2808	0	15	20	0	36	0	25	0	15	0	0	0	24	0	0	7496	311	0	335	1086	3739	0	121	40992	795	0	7	102	48	0	79	0	0	1015	195	66	106	0	0	0	0	0
Cutibacterium avidum	33010	S	20	20	1424	0	2553	1575	0	6873	8	4616	105	169	0	1806	0	3268	1852	260	0	175	420	0	0	163	0	0	0	0	152	0	128	7054	5	2915	218	0	590	21	0	68	5539	1008	0	187024	7940	263	0	9103	1305	26	0	6	1771	0	4417	0	44	560	0	6156	0	2770	51	576	3726	0	42	100	45	0	206712	6737	0	17280	401	19238	0	1320	3998	16445	0	103	963	3534	60	8198	98	0	33	18	10	9	0	0	0	0	0
Cutibacterium modestum	2559073	S	14	14	13	0	12	8	0	14	0	10	0	0	0	0	0	16	0	7	0	12	17	0	0	10	0	0	0	0	0	0	0	9	0	36	8	0	9	0	0	18	0	0	0	759	31	0	0	19	6	0	0	0	9	0	17	0	5	0	0	6	0	51	0	0	0	0	0	38	0	0	85	13	0	16	9	44	0	0	401	75	0	0	160	6	0	16	0	0	17	28	11	47	0	0	0	0	0
Vaginimicrobium propionicum	1871034	S	69	69	20	7	272	150	0	35	0	78	7	76	0	37	0	35	63	89	0	1239	360	0	9	539	1044	1044	15	129	0	0	6	795	0	139	806	0	529	30	0	64	75	122	0	296	1061	74	21	1576	32	269	0	0	335	0	12	0	0	0	0	153	0	297	24	0	30	0	0	15	12	0	184	195	0	16	0	33	0	19	16	6	0	50	0	92	0	7	5	0	0	0	0	0	0	0	0	0	0
Propionibacterium australiense	119981	S	25	25	6	22	0	0	0	0	0	0	0	0	0	0	0	33	7	0	0	12	7	0	0	7	7	7	0	0	0	0	0	25	0	17	19	0	0	0	0	37	0	5	0	70	20	8	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	23	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus luteus	1270	S	431	431	465	0	204	57	0	1068	0	177	88	54	0	720	0	1187	0	39	0	21	42	10	0	18	0	0	0	0	568	0	559	98	0	282	63	0	32	0	0	34	315	90	0	3039	12073	0	0	3380	47	0	0	21	36	0	45	0	518	0	0	62	0	92	0	112	0	0	0	1066	0	0	211	194	0	77	298	118	0	23	1281	87	0	0	1275	94	0	191	0	0	175	303	116	168	0	0	0	0	0
Micrococcus sp. KBS0714	1179670	S	144	144	126	0	0	0	0	99	0	0	0	0	0	117	0	128	0	0	0	0	0	0	0	0	0	0	0	0	65	0	85	0	0	0	0	0	0	0	0	0	51	0	0	365	1479	0	0	439	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	115	0	0	0	184	0	0	0	0	0	48	0	0	0	0	0	0	0	0
Micrococcus yunnanensis	566027	S	67	67	0	0	0	0	0	226	0	0	0	0	0	93	0	169	0	0	0	0	0	0	0	0	0	0	0	0	104	0	81	0	0	0	0	0	0	0	0	0	75	0	0	330	1770	0	0	499	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	193	0	0	56	67	0	0	83	0	0	0	91	61	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria rhizophila	72000	S	18	18	44	0	68	33	0	945	0	62	1432	482	0	1809	0	1288	0	18	0	0	17	0	0	18	0	0	0	0	578	0	2401	27	0	63	0	0	30	0	0	36	133	21	0	644	802	0	0	242	27	0	0	0	19	0	9	0	63	0	0	32	0	41	11	33	0	0	14	3280	0	0	36	16	0	26	37	42	0	48	863	45	0	17	466	38	0	36	14	0	49	280	21	35	0	0	0	0	0
Kocuria palustris	71999	S	13	13	22	0	26	7	0	134	0	12	6	0	0	106	0	18	0	10	0	0	8	0	0	0	0	0	0	0	294	0	200	5	0	27	0	0	13	0	0	14	15	19	0	309	170	0	0	51	26	0	0	0	0	0	0	0	11	0	0	17	0	12	6	7	0	0	0	6	0	0	18	5	0	16	91	39	0	0	16	15	0	0	27	26	0	10	0	0	28	23	8	34	0	0	0	0	0
Rothia amarae	169480	S	13	13	21	0	0	8	0	17	0	120	0	0	0	15	0	28	0	6	0	0	15	0	0	7	0	0	0	0	0	0	8	17	0	20	0	0	1320	0	0	8	20	5	0	757	23	0	0	50	11	0	0	0	7	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	50	18	0	37	41	1208	0	0	31	108	0	25	14	0	0	80	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. ZJ932	2810516	S	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	11	11	0	0	10	0	0	0	0	0	0	0	7	0	30	0	0	0	0	0	8	0	0	0	21	52	0	0	98	0	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Aquiluna sp. UB-MaderosW2red	1855377	S	13	13	0	0	0	10	0	0	0	0	0	0	0	0	0	12	0	9	0	49	5	0	0	6	0	0	0	0	0	0	0	67	0	11	0	0	0	0	0	5	0	0	0	70	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium sp. CS2	2575923	S	10	10	15	0	37	26	0	58	0	12	0	0	0	0	0	247	0	7	0	0	0	0	0	0	0	0	0	0	96	0	64	53	0	335	0	0	12	0	0	0	30	25	0	80	94	0	0	94	0	0	0	0	0	0	0	0	0	10	0	15	0	19	0	0	0	0	0	0	0	0	35	7	0	7	13	17	0	5	5	9	0	0	0	14	0	8	0	0	9	14	8	8	0	0	0	0	0
Brevibacterium casei	33889	S	9	9	17	0	0	16	0	10	0	17	0	0	0	0	0	147	12	0	0	25	20	0	0	0	0	0	0	0	26	0	0	43	0	278	0	0	0	0	0	9	0	11	0	312	81	0	0	63	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	61	22	0	0	7	59	0	0	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus sedentarius	1276	S	9	9	0	0	23	16	0	13	0	0	9	6	0	14	0	478	0	8	0	8	6	0	0	0	0	0	0	0	0	0	5	32	0	92	28	0	9	0	0	13	33	39	0	106	22	0	0	20	16	0	0	0	7	0	0	0	5	8	0	0	0	10	0	0	0	0	0	7	0	0	45	0	0	7	6	13	0	7	12	6	0	0	0	15	0	8	0	0	0	15	0	9	0	0	0	0	0
Streptomyces formicae	1616117	S	28	28	0	0	0	13	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	17	0	34	0	12	16	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Planktophila limnetica	573600	S	10	10	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	33	8	0	0	11	0	0	0	0	0	0	0	32	0	15	0	0	0	0	0	10	0	0	0	62	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nanopelagicus abundans	1884916	S	8	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berryella intestinalis	1531429	S	67	67	35	44	142	40	0	22	0	38	23	62	0	0	0	21	99	290	0	1300	443	0	10	1314	0	0	0	0	0	0	55	952	0	23	5	0	25	91	0	155	158	204	17	2516	0	0	0	14	87	11	0	0	353	0	0	0	0	0	0	21	0	200	7	0	11	0	26	21	24	12	8	0	0	0	0	68	0	0	21	12	0	198	15	55	0	6	18	0	0	0	0	0	0	0	0	0	0
Berryella wangjianweii	2734634	S	58	58	21	21	43	25	0	0	0	10	21	28	0	0	0	8	33	23	0	100	20	0	0	64	0	0	0	0	0	0	0	26	0	8	5	0	26	5	0	72	10	20	18	166	0	0	0	12	47	0	0	0	17	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0	8	7	0	0	0	0	0	58	0	0	0	17	0	179	0	26	0	0	26	0	0	0	0	0	0	0	0	0	0
Phoenicibacter congonensis	1944646	S	57	57	17	27	0	15	0	0	0	0	16	27	0	9	0	6	23	18	0	63	24	0	0	71	0	0	0	0	0	0	0	25	0	18	90	0	10	0	0	20	6	0	0	69	0	0	0	33	21	0	0	0	8	0	0	0	0	0	0	20	0	63	14	0	0	0	0	0	0	9	0	0	0	0	0	32	0	0	0	24	0	101	0	15	0	0	6	0	0	0	0	0	0	0	0	0	0
Eggerthella sp. YY7918	502558	S	16	16	39	15	5	19	0	0	0	7	15	166	0	0	0	5	18	0	0	42	13	0	0	40	0	0	0	0	0	0	0	18	0	15	24	0	31	0	0	157	0	0	0	138	0	7	0	61	51	6	0	0	14	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	8	0	0	0	62	0	0	0	22	0	43	0	21	0	0	13	0	0	0	0	0	0	0	0	0	0
Eggerthella lenta	84112	S	16	16	417	0	26	766	0	21	0	186	14	559	0	0	0	157	61	14	0	81	92	0	0	217	0	0	0	0	0	0	10	61	0	34	8	0	337	0	0	770	11	18	0	305	25	18	0	123	416	8	0	0	987	0	12	0	0	41	0	8	0	104	0	0	5	0	0	0	11	0	57	18	0	0	0	457	0	0	0	5538	0	47	0	252	0	0	300	0	0	0	0	8	0	0	0	0	0
Eggerthella guodeyinii	2690837	S	12	12	50	0	8	42	0	0	0	13	0	91	0	0	0	16	12	8	0	23	0	0	0	16	0	0	0	0	0	0	0	9	0	28	0	0	59	0	0	124	0	0	0	135	0	0	0	11	72	0	0	0	31	0	0	0	0	8	0	0	0	19	0	0	0	0	0	0	0	0	0	8	0	0	0	80	0	0	0	47	0	18	0	57	0	0	26	0	0	0	0	0	0	0	0	0	0
Cryptobacterium curtum	84163	S	27	27	11	9	0	7	0	0	0	0	5	5	0	0	0	0	6	0	0	25	10	0	0	29	0	0	0	0	13	0	5	0	0	0	19	0	11	0	0	22	0	8	5	77	0	0	0	12	12	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	43	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia heliotrinireducens	84110	S	10	10	59	5	22	51	0	0	0	7	0	74	0	6	0	6	17	20	0	59	14	0	0	64	0	0	0	0	0	0	0	34	0	12	21	0	48	0	0	130	0	12	0	374	0	0	0	17	89	11	0	0	19	0	0	0	0	9	0	5	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	42	0	25	0	50	0	0	7	0	0	0	0	0	0	0	0	0	0
Arabiibacter massiliensis	1870985	S	19	19	43	0	0	36	0	0	0	10	18	72	0	0	0	7	23	11	0	12	20	0	0	23	0	0	0	0	0	0	0	14	0	61	0	0	51	0	0	175	7	0	0	165	5	7	0	50	99	0	0	0	12	0	0	0	0	0	0	11	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	26	0	34	0	64	0	0	33	0	0	0	0	0	0	0	0	0	0
Denitrobacterium detoxificans	79604	S	10	10	48	6	9	23	0	0	0	14	6	36	0	0	0	9	16	12	0	30	16	0	0	28	0	0	0	0	0	0	0	23	0	6	20	0	27	0	0	108	0	0	6	149	0	5	0	13	55	6	0	0	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	6	0	0	0	0	0	0	94	0	0	0	24	0	20	0	38	0	0	12	0	0	0	0	0	0	0	0	0	0
Xiamenia xianingshaonis	2682776	S	8	8	44	0	7	31	0	0	0	14	8	69	0	0	0	8	16	11	0	23	12	0	0	21	0	0	0	0	0	0	0	11	0	7	6	0	55	0	0	99	0	0	0	162	0	5	0	17	76	5	0	0	17	0	0	0	0	5	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	21	0	26	0	45	0	0	15	0	0	0	0	0	0	0	0	0	0
Raoultibacter timonensis	1907662	S	6	6	58	11	0	33	0	0	0	10	0	91	0	5	0	9	25	0	0	39	19	0	0	26	0	0	0	0	0	0	0	24	0	12	14	0	32	0	0	103	0	6	0	145	0	6	0	14	96	9	0	0	25	0	0	0	0	0	0	11	0	32	0	0	0	0	0	0	6	0	49	5	0	0	0	47	0	0	0	26	0	20	0	45	0	0	19	0	0	0	0	0	0	0	0	0	0
Lancefieldella parvula	1382	S	49	49	25	32	0	10	0	6	0	5	16	24	7	8	0	9	24	39	0	108	38	0	0	96	0	0	0	0	0	0	9	51	0	14	92	0	22	0	0	21	0	8	8	258	0	0	0	19	27	14	0	0	42	0	0	0	0	0	0	17	0	104	0	0	0	0	6	0	7	16	0	0	0	0	0	55	0	0	0	9	0	166	8	12	0	0	9	0	0	0	0	0	0	0	0	0	0
Lancefieldella sp. Marseille-Q7238	3022127	S	23	23	22	21	5	0	0	0	0	0	9	10	0	6	0	0	16	33	0	47	26	0	0	98	0	0	0	0	0	0	0	33	0	9	64	0	11	6	0	24	0	0	0	301	0	6	0	12	26	8	0	0	21	0	0	0	0	0	0	13	0	33	0	0	0	0	12	0	0	7	0	0	0	0	0	10	0	0	0	11	0	82	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella uli	133926	S	31	31	70	13	17	48	0	9	0	12	0	24	0	25	0	5	42	29	0	123	31	0	0	76	0	0	0	0	0	0	0	84	0	22	68	0	13	0	0	78	5	31	0	1925	0	5	0	48	90	29	0	0	52	0	0	0	0	0	0	19	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	40	0	34	0	41	0	0	8	0	0	0	0	0	0	0	0	0	0
Olsenella sp. oral taxon 807	712411	S	16	16	32	0	6	38	0	0	0	6	0	8	0	10	0	10	20	22	0	46	16	0	0	105	0	0	0	0	0	0	0	42	0	17	44	0	30	0	0	82	5	5	0	390	5	0	0	63	67	6	0	0	36	0	0	0	0	7	0	10	0	60	7	0	0	0	5	0	0	0	0	0	0	0	0	21	0	0	0	27	0	31	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptogranulimonas caecicola	2894156	S	16	16	41	0	5	24	0	0	0	0	0	14	0	5	0	11	15	11	0	26	10	0	0	29	0	0	0	0	0	0	0	36	0	11	49	0	13	0	0	40	10	6	0	204	0	0	0	50	49	7	0	0	16	0	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	10	9	0	0	0	26	0	0	6	22	0	25	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Parafannyhessea umbonata	604330	S	25	25	125	15	0	48	0	0	0	9	13	32	0	19	0	12	62	32	0	66	13	0	0	80	0	0	0	0	0	0	0	41	0	41	104	0	38	0	0	144	0	24	13	765	0	0	0	40	120	18	0	0	39	0	0	0	0	7	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	54	0	0	0	52	0	39	0	84	0	0	12	0	0	0	0	0	0	0	0	0	0
Atopobium sp. oral taxon 416	712157	S	12	12	25	6	8	20	0	0	0	0	8	13	0	0	0	0	20	17	0	45	32	0	0	98	0	0	0	0	0	0	0	52	0	10	54	0	9	0	0	40	5	7	13	256	14	0	0	37	39	8	0	0	47	0	0	0	0	0	0	9	0	40	0	0	0	0	5	12	10	0	0	0	0	0	0	19	0	0	0	24	0	51	8	9	0	0	7	0	0	0	0	0	0	0	0	0	0
Parolsenella massiliensis	1871022	S	11	11	252	0	0	64	0	0	0	20	0	70	0	13	0	6	88	10	0	42	31	0	0	39	0	0	0	0	0	0	0	31	0	21	56	0	71	0	0	198	0	11	0	380	8	0	0	49	317	9	0	0	17	0	0	0	0	0	0	16	0	65	0	0	0	0	0	0	0	0	20	8	0	0	0	234	0	0	9	154	0	21	0	81	0	0	29	0	0	0	0	0	0	0	0	0	0
Thermophilibacter immobilis	2779519	S	12	12	99	0	0	51	0	9	0	0	0	13	0	8	0	0	76	10	0	45	20	0	0	55	0	0	0	0	0	0	0	19	0	0	35	0	47	0	0	84	0	8	0	502	0	0	0	10	145	0	0	0	29	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	78	0	17	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella aerofaciens	74426	S	67	67	30841	12	161	2916	0	370	5	6485	180	8270	9	44	0	6064	2402	37	0	82	114	0	0	177	0	0	0	0	12	0	27	41	0	58	107	0	19566	42	0	33876	28	786	15	671	33	368	0	1622	26967	21	0	0	1755	0	175	0	59	720	0	895	0	3720	11	0	39	0	26	72	836	0	236	848	0	335	58	79501	0	0	11	14752	0	87	49	16886	0	11	1804	0	59	9	0	81	0	0	0	0	0
Collinsella sp. zg1085	2844380	S	31	31	13	18	7	9	0	0	0	5	0	9	0	6	0	0	27	21	0	94	21	0	0	66	0	0	0	0	0	0	0	97	0	25	33	0	115	0	0	28	0	6	12	401	6	12	0	513	18	9	0	0	87	0	0	0	0	0	0	0	0	21	0	0	0	0	0	6	0	0	0	0	0	0	0	24	0	0	0	32	0	58	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptoniphilus sp. SAHP1	2948573	S	15451	15451	17630	590	9397	16814	29	5686	58	89956	285	2159	27	11994	10	24030	84740	112061	138	186986	118730	381	101	38228	301	301	0	38	247	25	7098	67713	137	23978	61906	9	5314	4644	0	24272	16488	149713	229	269131	11404	4714	344	103746	19177	29502	570	62	90672	0	1101	12	49	11670	0	59255	6	185838	10580	268	19052	0	2042	5914	3231	73	662	3847	0	2912	412	2970	0	3164	1824	4088	0	9166	588	25754	259	381	1430	0	59	13	7	6	0	0	0	0	0
Peptoniphilus sp. GNH	2921087	S	1188	1188	2922	537	1114	4786	13	332	0	5645	164	558	66	471	0	2385	6927	2584	21	9270	11204	34	18	4123	393	393	0	51	23	11	413	3756	6	5914	1538	0	1222	114	0	3660	803	7241	248	30035	1002	1834	63	23138	2963	2053	61	5	4128	0	155	6	13	958	6	5861	0	22979	412	15	1055	0	121	365	196	40	253	1507	0	514	40	681	0	284	864	612	0	897	116	4413	10	97	61	0	5	0	0	0	0	0	0	0	0
Peptoniphilus harei	54005	S	1861	1861	67275	260	5763	76670	8	1314	14	98954	296	5256	0	1306	0	17601	22089	10064	12	16336	88945	66	20	8466	484	484	7	64	36	0	2336	5915	20	31540	5617	0	5820	484	0	28349	2927	17022	190	63725	4685	5398	72	166576	36005	2571	73	13	22868	0	440	0	26	3210	0	200212	0	189613	696	29	5545	0	931	3169	802	17	983	53842	0	18958	1596	24829	0	436	3127	2724	0	1399	5069	136788	30	807	174	0	163	0	0	0	0	0	0	0	0
Peptoniphilus equinus	3016343	S	181	181	959	49	287	1154	0	73	0	1480	20	228	0	102	0	807	1381	448	0	1400	2508	0	0	515	57	57	0	5	7	0	81	598	0	1925	152	0	286	18	0	981	203	1684	7	5133	258	536	11	7029	939	206	15	0	817	0	24	0	0	189	0	1783	0	7647	61	0	348	0	41	107	49	0	91	453	0	103	0	159	0	79	310	289	0	91	39	1444	0	62	11	0	0	0	0	0	0	0	0	0	0
Peptoniphilus ivorii	54006	S	72	72	672	20	174	1426	0	49	0	752	8	153	0	137	0	1165	1140	162	0	878	2710	0	0	399	51	51	0	0	0	0	77	474	0	2141	510	0	321	11	0	1541	63	724	5	3369	269	589	9	9506	1554	272	8	0	1185	0	12	0	0	198	0	783	0	5037	21	0	89	0	26	82	50	0	58	347	0	52	8	147	0	15	70	96	0	62	17	1385	0	0	0	0	6	0	0	0	0	0	0	0	0
Finegoldia magna	1260	S	7502	7502	130042	579	77636	135416	10	18979	167	280518	1392	13197	27	17309	17	118175	409676	247761	477	288035	160897	1710	80	38214	914	914	20	143	533	17	6370	178470	363	189638	68086	21	70585	4450	0	100906	57049	285258	623	813040	14141	7638	171	354754	156164	26044	378	84	115947	0	2272	36	148	26949	0	80709	16	639698	15138	687	27365	6	3518	6163	4992	132	56160	97843	0	62614	3443	89101	6	16219	11569	43419	13	8527	1669	196859	590	6050	10043	0	215	39	11	27	0	0	0	0	0
Anaerococcus mediterraneensis	1870984	S	675	675	3070	120	1193	6015	6	342	0	6275	65	559	9	1110	0	7742	5317	1758	7	6311	22824	29	43	10167	401	401	0	79	14	0	625	5731	15	11545	2249	0	1989	244	0	2761	625	3366	143	14680	4194	2925	119	84707	9275	3481	187	6	4987	0	213	0	0	346	0	19185	0	54839	228	19	1242	0	314	853	367	21	346	1644	0	1182	115	1201	0	96	450	357	0	514	221	5775	32	576	137	0	12	0	0	0	0	0	0	0	0
Anaerococcus prevotii	33034	S	592	592	25526	172	1089	20077	0	1213	0	16125	202	1794	18	724	0	9346	15027	2614	11	5065	17016	76	44	7851	87	87	0	6	53	0	815	2490	11	27781	1289	7	1462	182	0	2758	1822	7356	24	16041	1700	1026	24	77402	24351	1681	75	32	14334	0	1338	0	9	2834	0	167905	0	276255	259	14	9034	0	267	598	167	25	495	42322	0	8486	474	15362	0	248	874	4097	0	390	324	12113	151	1168	382	0	19	0	0	5	0	0	0	0	0
Anaerococcus obesiensis	1287640	S	510	510	8640	127	3121	8973	38	1566	18	32394	139	1403	0	611	0	2350	27145	2870	16	5646	8061	39	23	3201	455	455	21	99	60	0	489	2905	10	8387	2310	0	21910	438	0	19873	1585	70207	195	19627	1189	4823	53	76074	49838	1302	58	13	25507	0	249	0	12	2930	0	15990	0	66389	745	33	10680	0	121	333	277	34	2503	9455	0	4160	168	10697	0	190	378	3504	0	455	168	67501	50	390	178	0	106	0	0	0	0	0	0	0	0
Anaerococcus vaginalis	33037	S	467	467	7628	104	2888	7137	27	1480	17	29827	132	1161	18	537	0	2192	25368	2605	0	5762	7150	46	0	2225	224	224	11	103	43	0	430	2296	12	7892	1721	0	16775	418	0	16684	1611	57382	39	17157	982	3664	31	60875	38177	1071	42	10	23631	0	252	0	17	2034	0	13704	0	59853	779	53	10086	0	136	294	266	32	2282	8348	0	4146	152	8390	0	199	477	3021	0	398	156	54530	54	531	141	0	86	0	0	0	0	0	0	0	0
Anaerococcus sp. Marseille-Q7828	3036300	S	165	165	2305	46	1673	10874	0	586	0	8070	103	500	0	509	0	20302	3712	686	0	1964	38685	15	15	2088	90	90	0	11	15	0	310	1733	14	44928	620	0	1013	57	0	1767	1750	1364	13	10379	2578	793	11	43652	4339	677	29	0	2962	0	100	0	0	91	0	17739	0	19359	93	8	1161	0	116	487	99	10	658	2404	0	1212	149	2795	0	101	7087	1046	0	216	836	3347	15	4335	32	0	13	0	0	0	0	0	0	0	0
Parvimonas micra	33033	S	1027	1027	304	987	258	1596	0	57	8	506	252	365	62	65	0	442	1936	1209	44	13985	12376	91	192	55864	172	172	0	29	39	43	477	515	0	654	20122	8	2267	48	0	663	97	525	342	4848	133	290	0	2519	658	1566	14	0	635	0	18	0	6	41	0	7826	0	8348	998	13	241	0	105	200	165	252	65	170	0	102	11	142	0	25	91	310	0	7026	69	1108	6	38	32	0	0	0	0	0	0	0	0	0	0
Helcococcus kunzii	40091	S	167	167	395	93	245	2565	0	47	0	882	17	706	0	82	0	1152	821	348	0	1225	2108	0	0	837	52	52	0	0	0	0	43	614	0	1623	501	0	424	25	0	1019	86	545	31	2453	234	158	10	4766	909	336	21	0	522	0	27	0	0	44	0	1811	0	4614	48	0	98	0	55	73	84	92	83	692	0	102	11	235	0	24	92	91	0	287	46	2671	0	55	14	0	5	0	0	0	0	0	0	0	0
Murdochiella vaginalis	1852373	S	141	141	456	113	74	8877	0	43	0	159	40	2280	0	31	0	1406	5397	272	5	1610	1621	0	0	1018	65	65	0	6	7	11	30	1448	7	6862	1899	0	2261	11	0	3475	26	149	77	7151	59	392	0	1801	3346	166	0	0	933	0	22	0	0	18	0	405	0	8658	19	0	37	0	41	100	185	57	18	1282	0	18	0	292	0	6	8	147	0	182	0	792	0	8	0	0	0	0	0	0	0	0	0	0	0
Miniphocaeibacter halophilus	2931922	S	61	61	51	39	33	127	0	12	0	113	5	14	0	6	0	67	158	54	0	284	292	0	0	257	10	10	0	0	0	0	6	64	0	270	88	0	38	0	0	83	16	32	8	507	35	49	0	1178	181	24	0	0	69	0	5	0	0	0	0	220	0	411	0	0	50	0	0	10	9	0	18	40	0	25	0	20	0	0	24	6	0	115	9	119	0	21	0	0	0	0	0	0	0	0	0	0	0
Keratinibaculum paraultunense	1278232	S	69	69	34	55	34	323	0	11	0	664	5	5	0	0	0	32	96	38	0	376	80	0	0	100	13	13	0	0	0	0	0	26	0	89	42	0	10	0	0	58	17	18	19	405	13	23	0	234	60	23	0	0	54	0	0	0	0	0	0	57	0	261	0	0	19	0	0	6	6	0	5	11	0	18	0	50	0	0	46	26	0	96	6	21	0	7	0	0	0	0	0	0	0	0	0	0	0
