name	taxonomy_id	taxonomy_lvl	NEG	NC	TT28	TT54	TT20	TT81	TT60	AM26	AM24	AM29	AM13	TT21	AM48	TT55	TT23
Saccharomyces cerevisiae	4932	S	20	481	186	22	65	576	491	7	0	0	7	0	0	0	0
Tetrapisispora phaffii	113608	S	15	0	0	9	0	15	0	0	0	0	0	0	0	0	0
Scheffersomyces stipitis	4924	S	11	11	18	0	24	28	37	0	0	0	0	0	0	0	0
Candida albicans	5476	S	11	0	100	11	30	89	217	539	0	0	319	0	38	0	0
[Candida] auris	498019	S	16	0	59	16	221	196	67	0	0	0	0	0	0	0	0
Babesia bigemina	5866	S	12	259	121	8	14	173	174	0	0	7	0	7	0	5	0
Leishmania mexicana	5665	S	10	35	74	0	21	423	215	5	0	0	319	0	28	0	0
Halomarina sp. BND7	2961599	S	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haladaptatus pallidirubidus	1008152	S	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halovivax limisalsi	1453760	S	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pahexavirus P1001	1982263	S	32	0	0	0	20	25	44	0	0	0	0	125	0	25	0
Pahexavirus PHL025M00	1982274	S	12	0	12	0	93	57	67	0	0	0	0	58	0	18	0
Pahexavirus PHL037M02	1982275	S	9	0	0	0	12	52	17	0	0	0	0	24	6	0	0
Pahexavirus ouroboros	1982259	S	9	0	10	0	12	22	41	0	0	0	0	40	0	11	0
Pahexavirus PA6	1982269	S	9	0	14	0	50	49	38	0	0	0	0	62	0	22	0
Pahexavirus PHL141N00	1982292	S	10	0	0	0	15	83	56	0	0	0	0	7	9	14	0
Simplexvirus humanalpha1	3050292	S	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lymphocryptovirus humangamma4	3050299	S	10	0	0	0	0	0	0	0	0	0	0	554	0	0	0
Spodoptera exigua multiple nucleopolyhedrovirus	10454	S	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betapapillomavirus 1	337051	S	156	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Malassezia vespertilionis	2020962	S	0	18	45	0	6	23	49	0	0	0	0	0	0	0	0
Sporisorium graminicola	280036	S	0	16	72	0	65	140	178	11	0	0	0	0	5	0	0
Marasmius oreades	181124	S	0	21	18	0	9	27	57	0	0	0	0	0	0	0	0
Psilocybe cubensis	181762	S	0	16	33	0	0	25	66	0	0	0	0	0	0	0	0
Saccharomyces paradoxus	27291	S	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0
Saccharomyces mikatae	114525	S	0	5	0	0	0	18	8	0	0	0	0	0	0	0	0
Debaryomyces hansenii	4959	S	0	270	297	7	69	306	322	7	0	0	13	0	0	0	0
Sugiyamaella lignohabitans	796027	S	0	5	0	0	12	0	7	0	0	0	0	0	0	0	0
Fusarium pseudograminearum	101028	S	0	11	33	17	10	47	65	0	0	0	22	0	5	0	0
Drechmeria coniospora	98403	S	0	8	0	0	0	15	12	0	0	0	0	0	0	0	0
Colletotrichum lupini	145971	S	0	30	26	0	0	8	12	0	0	0	5	0	0	0	0
Thermothelomyces thermophilus	78579	S	0	8	0	0	11	19	27	0	0	0	8	0	0	0	0
Neurospora crassa	5141	S	0	11	28	0	11	15	17	0	0	0	0	0	0	0	0
Pyricularia pennisetigena	1578925	S	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0
Botrytis cinerea	40559	S	0	61	81	0	37	109	96	0	0	0	0	0	31	0	0
Cercospora beticola	122368	S	0	16	31	0	11	31	25	0	0	0	0	0	0	0	0
Zymoseptoria tritici	1047171	S	0	10	26	0	0	19	9	0	0	0	0	0	0	0	0
Aspergillus chevalieri	182096	S	0	25	39	0	9	29	76	0	7	0	0	0	14	11	0
Aspergillus oryzae	5062	S	0	18	0	0	0	28	23	0	0	0	0	0	0	0	0
Aspergillus fumigatus	746128	S	0	14	18	0	0	10	11	0	0	0	0	0	0	0	0
Talaromyces rugulosus	121627	S	0	6	18	0	0	6	14	0	0	0	0	7	0	0	0
Plasmodium vivax	5855	S	0	5	31	0	0	23	107	0	0	0	0	0	0	0	0
Thalassiosira pseudonana	35128	S	0	6	0	0	0	0	31	0	0	0	0	0	0	16	0
Leishmania panamensis	5679	S	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptomonas paramecium	2898	S	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0
Cutibacterium sp. CBA3108	3016342	S	0	17	51	5	14	51	148	0	0	0	22	520	0	6	0
Microlunatus phosphovorus	29405	S	0	41	43	0	0	30	152	0	0	0	138	0	94	0	0
Microlunatus sp. Gsoil 973	2672569	S	0	8	16	0	0	25	51	0	0	0	116	0	31	0	0
Tessaracoccus sp. T21	3041766	S	0	20	35	0	0	0	82	0	0	0	366	0	0	0	0
Tessaracoccus defluvii	1285901	S	0	14	11	0	0	12	82	0	0	0	151	0	0	0	0
Tessaracoccus aquimaris	1332264	S	0	6	19	0	17	13	74	0	0	0	191	0	21	0	0
Tessaracoccus timonensis	2161816	S	0	6	29	0	0	35	46	0	0	0	60	8	6	0	0
Brooklawnia sp. SH051	3041175	S	0	66	36	29	12	76	99	0	0	0	88	0	0	0	5
Propionibacterium acidifaciens	556499	S	0	13	30	5	12	26	64	0	0	0	109	5	0	0	0
Propionibacterium australiense	119981	S	0	9	0	0	0	10	16	0	0	0	104	39	0	0	0
Arachnia rubra	1547448	S	0	24	131	0	97	25	56	0	0	0	33	0	5	0	0
Arachnia propionica	1750	S	0	21	136	0	15	43	142	0	0	0	123	0	12	6	0
Acidipropionibacterium acidipropionici	1748	S	0	17	45	0	0	20	52	0	0	0	118	21	0	0	0
Acidipropionibacterium virtanenii	2057246	S	0	10	6	0	0	0	10	0	0	0	67	0	0	0	0
Acidipropionibacterium jensenii	1749	S	0	9	20	0	0	20	73	0	0	0	110	41	0	0	0
Auraticoccus monumenti	675864	S	0	21	28	0	0	33	82	0	0	0	237	0	17	0	0
Raineyella fluvialis	2662261	S	0	13	16	0	0	12	31	0	0	0	158	0	0	0	0
Propionimicrobium sp. PCR01-08-3	3052086	S	0	5	102	0	0	19	55	0	0	0	107	10	0	6	0
Nocardioides sp. W7	2931390	S	0	73	63	0	16	114	223	0	0	0	63	0	21	0	0
Nocardioides sp. dk884	2662361	S	0	93	38	0	9	49	133	0	0	0	56	0	0	0	0
Nocardioides sp. InS609-2	2760705	S	0	43	26	0	8	55	132	0	0	0	55	0	0	0	0
Nocardioides sp. WS12	2486272	S	0	33	25	0	0	52	67	0	0	0	55	0	6	0	0
Nocardioides sp. Kera G14	2884264	S	0	30	19	0	0	31	71	0	0	0	71	0	0	0	0
Nocardioides sp. L-11A	3043848	S	0	23	42	0	0	71	115	0	0	0	59	0	0	0	0
Nocardioides anomalus	2712223	S	0	92	75	0	0	170	216	0	0	0	100	0	21	0	0
Nocardioides rotundus	1774216	S	0	64	94	0	25	103	173	0	0	0	53	0	8	0	0
Nocardioides aromaticivorans	200618	S	0	50	48	0	0	52	113	0	0	0	237	0	6	0	0
Nocardioides sambongensis	2589074	S	0	34	22	0	5	75	117	0	0	0	70	0	0	0	0
Nocardioides humi	449461	S	0	36	34	0	16	96	123	0	0	0	92	0	0	0	0
Nocardioides piscis	2714938	S	0	33	48	0	0	26	107	0	0	0	28	0	6	0	0
Nocardioides cynanchi	2558918	S	0	23	46	0	0	47	132	0	0	0	70	0	19	6	0
Nocardioides panacisoli	627624	S	0	21	18	0	0	34	76	0	0	0	43	0	8	0	0
Nocardioides seonyuensis	2518371	S	0	22	37	0	17	83	151	0	0	0	57	0	0	0	0
Nocardioides houyundeii	2045452	S	0	16	34	0	8	28	90	0	0	0	37	0	14	0	0
Nocardioides baekrokdamisoli	1804624	S	0	12	8	0	0	7	28	0	0	0	16	0	0	0	0
Nocardioides yefusunii	2500546	S	0	13	13	0	0	14	37	0	5	0	27	0	0	0	0
Nocardioides jishulii	2575440	S	0	12	12	0	0	28	59	0	7	0	35	0	0	0	0
Aeromicrobium sp. A1-2	2107713	S	0	13	16	0	8	0	40	0	0	0	25	0	8	0	0
Aeromicrobium sp. Leaf245	1736306	S	0	10	11	0	15	24	87	0	0	0	44	0	11	0	0
Aeromicrobium sp. zg.Y1379	2969247	S	0	7	27	0	7	19	41	0	0	0	40	0	0	0	0
Aeromicrobium sp. zg-629	2663859	S	0	12	0	0	11	0	43	0	0	0	15	0	0	0	0
Aeromicrobium sp. HA	3009077	S	0	7	23	0	16	58	103	0	0	0	56	0	0	0	0
Aeromicrobium erythreum	2041	S	0	27	19	0	0	53	37	0	0	0	25	0	0	0	0
Aeromicrobium marinum	219314	S	0	14	0	0	0	8	56	0	0	0	30	0	0	0	0
Aeromicrobium chenweiae	2079793	S	0	13	18	0	0	29	63	0	7	0	53	5	0	0	0
Aeromicrobium choanae	1736691	S	0	11	20	0	13	38	73	0	0	0	46	0	26	0	0
Marmoricola solisilvae	1542737	S	0	16	13	0	9	23	66	0	0	0	36	0	5	0	0
Pimelobacter simplex	2045	S	0	50	68	0	20	116	176	0	0	0	99	0	0	0	0
Solicola gregarius	2908642	S	0	17	17	0	0	19	29	0	0	0	33	0	6	0	0
Micropruina glycogenica	75385	S	0	14	217	0	15	23	47	0	0	0	1110	0	9	0	7
Mumia sp. ZJ1417	2708082	S	0	14	17	0	0	17	36	0	0	0	35	0	0	0	0
Kribbella qitaiheensis	1544730	S	0	6	13	0	0	22	50	0	0	0	37	0	5	0	0
Actinopolymorpha singaporensis	117157	S	0	5	7	0	0	10	51	0	0	0	33	0	9	0	0
Micrococcus sp. SL257	2995171	S	0	1055	3715	0	355	1109	5952	0	60	0	0	0	77	267	0
Micrococcus sp. A1	404583	S	0	67	384	0	24	55	675	0	0	0	0	0	0	14	0
Micrococcus sp. MG-2010-D12	936902	S	0	14	106	0	42	24	316	0	0	0	0	0	0	26	0
Kocuria sp. KD4	2719588	S	0	46	199	33	37	41	370	0	0	0	16	0	7	9	0
Arthrobacter sp. YC-RL1	1652545	S	0	15	15	0	32	34	61	0	7	0	18	0	0	0	0
Arthrobacter sp. zg-Y820	2894192	S	0	16	5	0	0	0	39	0	0	0	9	0	0	0	0
Arthrobacter sp. PM3	2017685	S	0	16	0	0	0	5	85	0	0	0	40	0	0	0	0
Arthrobacter sp. UKPF54-2	2600159	S	0	20	12	0	0	6	55	0	0	0	29	0	0	0	0
Arthrobacter sp. EM1	3043847	S	0	9	0	0	0	8	50	0	0	0	0	17	0	0	0
Arthrobacter sp. MMS18-M83	2996261	S	0	9	0	0	0	0	51	0	0	0	17	0	0	0	0
Arthrobacter sp. zg-Y20	2886938	S	0	9	9	0	0	7	35	0	0	0	15	0	0	10	0
Arthrobacter sp. NicSoilB8	2830998	S	0	10	11	0	0	6	104	0	0	0	7	0	0	0	0
Arthrobacter sp. U41	1849032	S	0	9	11	0	0	20	98	0	0	0	17	0	0	0	0
Arthrobacter sp. PAMC25564	2565366	S	0	8	14	0	0	22	66	0	0	0	13	0	13	0	0
Arthrobacter sp. StoSoilB20	2830995	S	0	7	16	0	0	0	56	0	0	0	0	0	11	0	0
Arthrobacter sp. PAMC25284	2861279	S	0	7	14	0	0	0	48	0	0	0	9	0	0	6	0
Arthrobacter alpinus	656366	S	0	35	40	0	10	17	101	0	0	0	14	0	0	0	0
Arthrobacter dokdonellae	2211210	S	0	16	14	0	0	0	37	0	0	0	20	0	0	0	0
Arthrobacter woluwensis	156980	S	0	15	8	0	0	24	58	0	0	0	28	0	0	0	0
Arthrobacter jiangjiafuii	2817475	S	0	11	13	0	0	0	18	0	0	0	0	0	0	0	0
Arthrobacter sulfonylureivorans	2486855	S	0	6	6	0	0	6	38	0	0	0	43	0	0	0	0
Citricoccus sp. I39-566	3073268	S	0	35	26	0	22	47	195	0	0	0	43	0	12	15	0
Citricoccus sp. SGAir0253	2567881	S	0	13	40	0	29	35	179	0	0	0	29	11	0	12	0
Citricoccus muralis	169134	S	0	25	31	0	0	30	45	0	0	0	11	0	0	0	0
Glutamicibacter arilaitensis	256701	S	0	16	14	0	0	16	35	0	0	0	0	0	10	0	0
Glutamicibacter halophytocola	1933880	S	0	9	13	0	0	10	26	0	0	0	37	0	0	0	0
Glutamicibacter creatinolyticus	162496	S	0	6	11	0	8	10	44	0	0	0	22	0	0	0	0
Pseudarthrobacter sp. L1SW	2851598	S	0	8	14	0	0	0	836	0	0	0	15	0	0	0	0
Paeniglutamicibacter sp. ZC-3	2986919	S	0	12	8	0	0	15	35	0	0	0	24	0	0	0	0
Paenarthrobacter aurescens	43663	S	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0
Neomicrococcus aestuarii	556325	S	0	11	59	0	38	52	78	0	0	0	15	0	0	0	0
Auritidibacter ignavus	678932	S	0	10	19	0	0	0	30	0	0	0	0	0	0	0	0
Psychromicrobium lacuslunae	1618207	S	0	6	11	0	0	0	9	0	0	0	6	0	0	0	0
Pseudoglutamicibacter albus	98671	S	0	5	40	8	9	24	34	0	0	0	0	0	0	0	0
Curtobacterium sp. TC1	2862880	S	0	1007	706	19	162	1371	931	0	0	0	22	0	7	0	0
Curtobacterium sp. 9128	1793722	S	0	106	101	0	18	134	150	0	0	0	20	0	0	0	0
Curtobacterium sp. MCJR17_020	2175619	S	0	163	109	0	31	206	258	0	0	0	0	0	0	0	0
Curtobacterium sp. 24E2	2804758	S	0	137	59	0	12	186	107	0	0	0	26	0	0	0	0
Curtobacterium sp. MCLR17_032	2175650	S	0	62	49	0	9	87	60	0	0	0	37	0	0	0	0
Curtobacterium sp. DN_7.5	3049047	S	0	56	40	0	22	63	52	0	0	0	23	0	0	9	0
Curtobacterium sp. BH-2-1-1	1905847	S	0	48	38	0	17	124	109	0	0	0	34	0	0	0	0
Curtobacterium sp. MCLR17_036	2175620	S	0	47	46	0	0	74	58	0	0	0	26	0	0	0	0
Curtobacterium sp. MCPF17_002	2175645	S	0	45	55	0	10	65	70	0	0	0	37	0	11	0	0
Curtobacterium sp. MCSS17_007	2175646	S	0	47	20	0	7	28	73	0	0	0	34	8	0	0	0
Curtobacterium sp. 458	3050069	S	0	36	45	0	13	58	107	0	0	0	70	0	0	0	0
Curtobacterium sp. L6-1	2841594	S	0	36	37	0	6	48	49	0	0	0	16	0	9	0	0
Curtobacterium sp. MCSS17_015	2175666	S	0	36	32	0	18	27	31	0	0	0	53	0	0	0	0
Curtobacterium sp. YC1	2795488	S	0	35	17	0	0	73	80	0	0	0	17	0	0	0	0
Curtobacterium sp. MCPF17_052	2175655	S	0	33	29	0	12	79	48	0	26	0	13	0	0	0	0
Curtobacterium sp. MR_MD2014	1561023	S	0	33	37	8	19	67	145	0	0	0	48	0	0	0	0
Curtobacterium sp. TXMA1	2876939	S	0	30	37	0	0	46	30	0	0	0	39	0	0	0	0
Curtobacterium sp. MCBD17_026	2175621	S	0	33	21	0	0	28	29	0	0	0	13	0	0	0	0
Curtobacterium sp. SGAir0471	2070337	S	0	23	30	0	0	23	57	0	0	0	53	0	0	0	0
Curtobacterium sp. MCLR17_031	2175622	S	0	49	42	0	11	103	32	0	0	0	0	0	0	0	0
Curtobacterium sp. MCPF17_021	2175639	S	0	39	12	0	0	12	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MCLR17_058	2175635	S	0	39	33	0	0	38	48	0	0	0	0	0	0	0	0
Curtobacterium sp. MCSS17_016	2175644	S	0	19	0	0	0	28	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MCLR17_054	2175632	S	0	27	16	0	0	26	26	0	0	0	0	0	0	0	0
Curtobacterium sp. MCBA15_004	1898733	S	0	35	32	0	0	0	21	0	0	0	0	0	0	0	0
Curtobacterium sp. MCBA15_012	1898738	S	0	31	0	0	0	0	22	0	0	0	0	0	0	0	0
Curtobacterium sp. MCSS17_005	2175641	S	0	16	11	0	0	12	39	0	0	0	0	0	0	0	0
Curtobacterium sp. MCBD17_035	2175673	S	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MCPF17_050	2175664	S	0	14	0	0	0	43	35	0	0	0	27	0	0	0	0
Microbacterium sp. SSW1-36	2851648	S	0	43	61	0	5	39	139	0	0	0	97	0	0	0	0
Microbacterium sp. PAMC22086	2861281	S	0	101	191	0	31	183	183	0	0	0	27	0	16	12	0
Microbacterium sp. TPU 3598	1938334	S	0	30	70	19	86	112	107	0	0	0	39	0	0	0	0
Microbacterium sp. BH-3-3-3	1906742	S	0	24	115	0	9	25	131	0	0	0	99	0	0	0	0
Microbacterium sp. XT11	367477	S	0	24	39	0	8	54	44	0	0	0	91	0	0	0	0
Microbacterium sp. zg-Y1090	3049073	S	0	25	55	0	10	24	72	0	0	0	124	0	0	0	0
Microbacterium sp. Clip185	3025663	S	0	15	263	39	788	1004	937	0	0	0	64	0	29	0	0
Microbacterium sp. nov. GSS16	3019890	S	0	13	33	0	80	34	69	0	0	0	37	0	0	5	0
Microbacterium sp. ET2 (Ac-2212)	3050384	S	0	14	32	13	16	14	51	0	0	0	50	0	0	0	0
Microbacterium sp. RG1	2489212	S	0	18	133	14	357	522	543	0	0	0	92	0	0	0	0
Microbacterium sp. JZ31	1906274	S	0	13	42	5	6	44	40	0	0	0	72	0	6	5	0
Microbacterium sp. LKL04	912630	S	0	12	61	8	22	40	236	0	0	0	116	0	12	0	0
Microbacterium sp. NIBRBAC000506063	2734618	S	0	11	41	0	10	41	52	0	0	0	38	0	8	0	0
Microbacterium sp. A18JL241	2782166	S	0	11	58	0	7	76	63	0	0	0	41	0	0	0	0
Microbacterium sp.	51671	S	0	9	63	0	27	61	73	0	0	0	490	0	5	0	0
Microbacterium sp. KACC 23027	3028316	S	0	9	21	0	11	12	50	0	0	0	77	0	0	0	0
Microbacterium sp. M28	2962064	S	0	8	35	0	14	44	59	0	0	0	47	0	0	0	0
Microbacterium sp. H1-D42	2925844	S	0	7	37	0	0	44	45	0	0	0	44	0	0	0	0
Microbacterium sp. zg-B96	3049069	S	0	6	38	0	10	31	44	0	0	0	79	0	0	0	0
Microbacterium sp. zg-Y818	3049072	S	0	7	30	0	6	23	62	0	0	0	72	0	0	0	0
Microbacterium sp. 1.5R	1916917	S	0	41	0	0	0	34	42	0	0	0	47	0	0	0	0
Microbacterium sp. YJN-G	2763257	S	0	5	52	0	24	63	71	0	0	0	59	0	9	0	0
Microbacterium sp. BDGP8	3035531	S	0	6	41	0	11	39	60	0	0	0	58	0	0	7	0
Microbacterium luteolum	69367	S	0	42	45	0	6	57	93	0	0	0	43	0	0	0	0
Microbacterium foliorum	104336	S	0	48	152	0	38	183	241	0	0	0	173	0	0	0	0
Microbacterium esteraromaticum	57043	S	0	35	44	0	16	27	82	0	0	0	69	8	8	0	0
Microbacterium liquefaciens	33918	S	0	54	133	0	11	47	79	0	0	0	47	0	0	0	0
Microbacterium protaetiae	2509458	S	0	23	63	0	14	59	96	0	0	0	172	0	5	0	0
Microbacterium hydrocarbonoxydans	273678	S	0	19	33	0	9	39	58	0	0	0	55	0	0	0	0
Microbacterium paraoxydans	199592	S	0	79	123	76	63	679	140	0	0	0	0	0	18	0	0
Microbacterium chocolatum	84292	S	0	16	104	0	21	47	86	0	0	0	91	0	0	0	0
Microbacterium resistens	156977	S	0	11	25	0	11	21	54	0	0	0	88	0	10	5	0
Microbacterium lushaniae	2614639	S	0	12	44	0	14	11	37	0	0	0	32	0	18	0	0
Microbacterium binotii	462710	S	0	12	118	26	387	439	529	0	0	0	84	0	0	0	0
Microbacterium arborescens	33883	S	0	9	23	0	5	26	98	0	0	0	45	0	0	0	0
Microbacterium caowuchunii	2614638	S	0	8	29	0	13	30	45	0	0	0	55	0	7	0	0
Microbacterium schleiferi	69362	S	0	8	45	0	47	88	94	0	0	0	33	0	0	0	0
Microbacterium elymi	2909587	S	0	7	21	0	0	39	34	0	0	0	49	0	10	0	0
Microbacterium fandaimingii	2708079	S	0	7	18	0	5	7	14	0	0	0	14	0	5	0	0
Microbacterium proteolyticum	1572644	S	0	6	634	0	13	77	81	0	5	0	175	0	0	0	0
Microbacterium luteum	2782167	S	0	5	56	6	19	47	77	0	0	0	94	0	0	0	0
Frigoribacterium sp. SL97	2994664	S	0	1737	1077	25	272	2234	1739	0	0	0	38	0	46	0	0
Frigoribacterium sp. NBH87	2596916	S	0	482	310	10	71	671	499	0	0	0	35	0	34	0	0
Rathayibacter sp. VKM Ac-2804	2609257	S	0	122	101	0	17	119	116	0	0	0	66	0	0	0	0
Rathayibacter sp. VKM Ac-2760	2609253	S	0	66	43	0	17	94	119	0	0	0	50	0	0	0	0
Rathayibacter sp. VKM Ac-2759	2609252	S	0	45	41	0	0	63	80	0	0	0	39	0	14	0	0
Rathayibacter sp. VKM Ac-2801	2609255	S	0	25	12	0	9	47	36	0	0	0	27	0	0	0	0
Rathayibacter sp. VKM Ac-2762	2609254	S	0	30	0	0	0	0	32	0	0	0	0	0	0	0	0
Rathayibacter festucae	110937	S	0	230	163	10	32	193	399	0	13	0	92	0	27	0	0
Rathayibacter tanaceti	1671680	S	0	39	33	0	0	21	21	0	0	0	50	0	0	0	0
Rathayibacter rathayi	33887	S	0	12	0	0	0	0	10	0	0	0	21	0	0	0	0
Rathayibacter iranicus	59737	S	0	6	21	0	0	8	23	0	0	0	31	0	5	0	0
Plantibacter sp. M259	2583822	S	0	159	88	0	21	178	174	0	0	0	75	0	6	0	0
Plantibacter sp. PA-3-X8	2480625	S	0	123	85	0	12	185	137	0	0	0	30	0	6	0	0
Plantibacter flavus	150123	S	0	133	72	0	11	147	127	0	0	0	9	0	13	0	0
Agromyces sp. H17E-10	2932244	S	0	18	21	0	0	20	52	0	0	0	47	0	0	0	0
Agromyces sp. LHK192	2498704	S	0	17	34	0	6	6	51	0	0	0	54	0	21	0	0
Agromyces protaetiae	2509455	S	0	20	22	5	15	42	59	0	0	0	104	0	0	0	0
Agromyces mangrovi	1858653	S	0	17	20	0	7	31	28	0	0	0	57	0	0	0	0
Agromyces aureus	453304	S	0	16	17	0	9	17	56	0	0	0	32	0	0	0	0
Agromyces soli	659012	S	0	16	29	0	9	52	43	0	0	0	75	0	11	0	0
Agromyces badenianii	2080742	S	0	16	17	0	6	9	40	0	6	0	49	0	0	0	0
Agromyces intestinalis	2592652	S	0	18	15	0	0	18	57	0	0	0	33	0	0	0	0
Agromyces archimandritae	2781962	S	0	12	32	0	10	37	32	0	0	0	42	0	0	0	0
Agromyces flavus	589382	S	0	6	23	0	0	12	40	0	0	0	72	0	15	0	0
Agrococcus sp. REN33	3068634	S	0	38	56	0	8	21	71	0	0	0	72	0	0	0	0
Agrococcus sp. SGAir0287	2070347	S	0	15	17	0	6	20	55	6	0	0	67	0	0	0	0
Agrococcus sp. SCSIO52902	2933290	S	0	13	49	0	14	21	69	0	0	0	153	0	0	0	0
Agrococcus sp. SL85	2995141	S	0	8	23	0	0	27	56	0	0	0	69	0	16	0	0
Agrococcus jejuensis	399736	S	0	25	50	0	13	33	63	0	0	0	35	0	0	0	0
Agrococcus carbonis	684552	S	0	22	24	0	0	33	50	6	9	0	48	0	7	0	0
Clavibacter michiganensis	28447	S	0	46	38	0	10	131	143	0	0	0	100	0	0	0	0
Clavibacter zhangzhiyongii	2768071	S	0	39	9	0	0	31	20	0	0	0	28	0	11	0	0
Clavibacter phaseoli	1734031	S	0	32	32	0	0	33	24	0	0	0	22	0	0	0	0
Clavibacter sp. A6099	2860285	S	0	13	10	0	0	27	17	0	0	0	0	0	0	0	0
Frondihabitans sp. PAMC 28766	1795630	S	0	53	30	0	0	52	61	0	0	0	41	0	0	0	0
Frondihabitans sucicola	1268041	S	0	36	20	0	16	40	47	0	0	0	52	0	0	0	0
Cryobacterium sp. SO2	1897060	S	0	18	12	0	0	35	20	0	0	0	29	0	0	0	0
Cryobacterium sp. LW097	1978566	S	0	17	27	0	0	13	28	0	0	0	30	0	0	0	0
Cryobacterium sp. SO1	1897061	S	0	10	5	0	0	20	23	0	0	0	44	0	0	0	0
Cryobacterium sp.	1926290	S	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium sp. PAMC25264	2861288	S	0	10	13	0	0	25	25	0	0	0	50	0	0	0	0
Cryobacterium breve	1259258	S	0	19	32	0	0	18	35	0	0	0	36	0	0	0	0
Cryobacterium arcticum	670052	S	0	19	9	0	0	14	18	0	0	0	28	0	0	0	0
Microcella flavibacter	1804990	S	0	53	57	0	10	36	127	0	0	0	99	0	12	0	0
Microcella sp. MMS21-STM10	2963406	S	0	9	27	0	7	16	41	0	0	0	33	0	0	0	0
Microcella sp. MMS21-STM12	2994971	S	0	20	0	0	0	0	38	0	0	0	23	0	0	0	0
Microcella sp.	1913979	S	0	7	29	0	0	13	17	0	0	0	26	0	0	0	0
Microcella alkaliphila	279828	S	0	13	43	0	7	26	26	0	0	0	27	0	7	0	0
Leucobacter sp. NB 10	2873270	S	0	8	34	0	17	15	46	0	0	0	34	0	0	0	0
Leucobacter allii	2932247	S	0	16	26	0	10	18	62	0	0	0	34	0	0	0	0
Leucobacter triazinivorans	1784719	S	0	10	32	8	7	22	56	0	0	0	16	0	6	0	0
Leucobacter muris	1935379	S	0	9	48	0	6	34	84	0	0	0	42	0	0	10	0
Leucobacter denitrificans	683042	S	0	5	13	0	7	5	12	0	0	0	0	0	0	0	0
Leucobacter rhizosphaerae	2932245	S	0	5	24	0	11	0	69	0	0	0	48	0	0	6	0
Leifsonia sp. ZF2019	2781978	S	0	10	24	0	0	46	48	0	0	0	65	0	0	0	0
Leifsonia sp. PS1209	2724914	S	0	5	19	0	0	26	55	0	0	0	59	0	0	0	0
Leifsonia xyli	1575	S	0	9	24	0	7	17	28	0	0	0	40	0	0	0	0
Leifsonia shinshuensis	150026	S	0	5	24	0	0	24	50	0	0	0	90	0	8	0	0
Salinibacterium sp. dk2585	2603292	S	0	11	11	0	0	9	29	0	0	0	12	5	0	0	0
Salinibacterium sp. ZJ70	2708084	S	0	5	7	0	7	12	52	0	0	0	24	0	0	0	0
Salinibacterium sp. ZJ450	2708338	S	0	5	12	0	0	19	36	0	0	0	30	0	8	0	0
Salinibacterium hongtaonis	2079791	S	0	10	0	0	0	14	32	0	0	0	12	0	0	0	0
Mycetocola zhujimingii	2079792	S	0	13	8	0	0	23	6	0	0	0	108	0	0	0	0
Mycetocola sp. JXN-3	2116510	S	0	13	6	0	0	6	27	0	0	0	27	0	0	0	0
Protaetiibacter sp. SSC-01	2759943	S	0	12	153	0	0	22	51	0	0	0	62	0	0	0	0
Protaetiibacter intestinalis	2419774	S	0	8	23	0	0	21	66	0	0	0	58	0	0	0	0
Naasia aerilata	1162966	S	0	23	12	0	0	31	35	0	0	0	54	0	0	0	0
Herbiconiux sp. L3-i23	2905871	S	0	12	13	0	0	5	21	0	0	0	59	0	0	5	0
Herbiconiux sp. SALV-R1	2735133	S	0	8	21	0	0	19	218	0	0	0	49	0	0	0	0
Agreia sp. COWG	2773266	S	0	16	10	0	0	15	50	0	0	0	23	0	11	0	0
Gryllotalpicola protaetiae	2419771	S	0	13	11	0	12	16	45	0	0	0	94	0	0	0	0
Homoserinibacter sp. YIM 151385	2985506	S	0	14	21	0	11	21	55	0	0	0	64	0	0	0	0
Glaciibacter superstes	501023	S	0	11	5	0	0	6	6	0	5	0	22	0	8	0	0
Humibacter ginsenosidimutans	2599293	S	0	9	27	0	0	15	23	0	0	0	91	0	13	0	0
Diaminobutyricimonas sp. LJ205	2683590	S	0	7	0	0	0	23	31	0	0	0	31	0	5	0	0
Pseudoclavibacter sp. Marseille-Q3772	2866588	S	0	7	24	0	5	29	92	0	5	0	6	453	0	15	0
Glaciihabitans sp. INWT7	2596912	S	0	5	14	0	0	17	54	0	0	0	15	0	0	0	0
Phycicoccus endophyticus	1690220	S	0	21	12	0	0	37	54	0	0	0	97	0	8	0	0
